CRM Client Id,Name,Company Type,Street,Street2,City,State,Zip,Country,Phone,Mobile,Fax,Email,Website,Salesperson,Salesperson ID,Lead Generator Name,Lead Generator ID,Lead Source,Source Notes,Chatter -- Created Date,Chatter -- Last Updated Date,Chatter -- Last Updated by ID,Missed Items,Import Status
9F9DA699-507C-4250-8AA3-C9BA6FA6A1A0,Laguna Shores Resort,Property Itself,419 N Coast Hwy,,Laguna Beach ,CA,92651,United States,(949) 494-8521,1,,,https://www.thegoodlifelaguna.com ,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral from Existing Client,Brain Heller ,1/26/2022,2/13/2025,E0BC07BD-4588-4661-849D-6FA294A6EC88,,
062FB0BD-8A80-4F7C-82E3-ED8ECE7EEB4D,Laguna Surf Resort,Property Itself,611 S Coast Hwy ,,Laguna Beach ,CA,92651,United States,(949) 497-6299,,,,https://www.lagunasurf.org/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Agent Partner,Kent Spears ,,1/29/2025,38897A15-8DF6-4D6C-9FFF-C492BD35B040,,
C7C2548F-60A0-4214-8C20-920788EEBE38,Laguna Vista Resort,,,,,,,,(575) 770-0265,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Blog/Article,,08-10-2016,08-10-2016,D5E9AADF-0083-494F-8197-862BF587B62C,,
7E2677F9-0CD3-4085-B51F-AD48553814B7,Lake Andes Inn,,,,,,,,(206) 596-1614,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Free Wi-Fi Assessment Webpage,,12/29/2023,01-02-2024,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
C0C38C61-0C67-48CD-812C-D3821AA642B0,Lake Arrowhead Chalets,Property Itself,28200 CA-189,,Lake Arrowhead,CA,92352,United States,909-337-0457,,,,,Sean Dobbe,D3AA26D0-9231-401E-AA5E-62D4E0FAD226,Tai Chesimard,E8174B36-352F-4F1D-A9D8-09CA69A906FC,Telemarketing/BDR,"I called and spoke to the GM, sent email. Called back, filled out GC questionnaire.",10/13/2020,12-02-2020,D3AA26D0-9231-401E-AA5E-62D4E0FAD226,,
BC40296C-4AD6-4ACF-80A8-81AA11647BA4,Lake Berkley Resort,Property Itself,901 Park Terrace Circle,,Kissimmee,FL,34746,United States,(407) 992-8808 GM's Office,,,Janetakhar@dsl.pipex.com,http://www.lake-berkley-resort.co.uk/,Trevor Donovan,2D92E8C4-D814-4A8D-A585-15D9C9C4E301, ,,,,,,,,
C5FA895C-2668-483C-B442-A40C6B467A3B,Lake Lawn Resort,Property Itself,2400 East Geneva Street ,,Delevan,WI,53115,United States,262.725.9165,,,,www.lakelawnresort.com,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Old Website Form,General Assessment form ,02-11-2021,10/15/2021,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
365BEC5E-E0BC-4181-875E-7A4FC3E1A5CC,Lake of the Woods,Property Itself,17446 Pintail Dr,,Flint,TX,75762,United States,4076709254,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,,03-03-2016,03-03-2016,2D92E8C4-D814-4A8D-A585-15D9C9C4E301,,
E1205E22-98D6-4645-BFA1-43D2DDBF6903,Lake Placid Summit Hotel Resort & Suites,Property Itself,"2375 Saranac Ave,",,Lake Placid,NY,12946,United States,518.523.2587,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Call-in to Sales Line,,10/23/2017,12-04-2023,BE86AE57-6A2A-4142-89C9-135A36C80086,,
D2192B94-B40D-430E-9F01-B0AECD9A767E,Lake Trinity Estates RV Park,Property Itself,3000 Pembroke RD,,Hollywood,FL,33021,United States,954-962-1700,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,,04-12-2017,05-08-2024,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
2058A505-E777-49BD-8CC3-289B5203BE3D,Lake Victoria Granada Hotel,Property Itself,P.O.Box 15 Entebbe Uganda ,Plot 23/31 circular road,,,,Uruguay,+256 774 513503,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Google Web Search,Found us online and read about the fusion and reached out. ,01-03-2025,01-03-2025,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
96ABDA16-4482-41FB-B322-5B2A248298EC,Lake View Hotel - Mackinac Island,Property Itself,"7452 Main St, PO Box 190",,Mackinac Island,MI,49757,United States,(906) 847-3384,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral,Came from Derek - LG guy,11/21/2023,9/26/2025,E605B726-1BE0-4C4F-8547-0FA30CA28B2B,,
4805F7F3-E0A1-4B37-B7E2-502BD3E89C7E,Lakeline & Lyndhurst,Property Itself,13800 Lyndhurst Street,,Austin,TX,78750,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral,Sabot meeting - Realpage,12-12-2022,12-12-2022,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
F70C4170-399D-40E5-A4B6-C93662F23EC5,Lakes Inn at Dunvilla,,,,,,,,2188638000,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Old Website Form,,11-06-2023,11-06-2023,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
5CE550A7-FEF6-452A-9EAC-48653506243C,Lakewood Property Management ,Management Company,6333 E Mockingbird Lane Ste 147-509,,Dallas ,TX,75214,United States,1,,,,https://www.lakewoodmanagement.com/,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tara Dean,5B7DC672-D1F1-45D7-83B7-C942C8207A85,Contact Us Webpage,MDU Email ,2/23/2022,5/15/2023,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
433B17FB-D81E-440F-AD73-EA2D1AD3212E,Lam Lam Tours & Transportation,,117 Guerrero St. [break][break]Harmon Industrial Park,,"Tamuning, Guam",,96913,United States,(646) 102-8,,(646) 625-6,,, ,, ,,,,02-06-2009,11-11-2022,BE86AE57-6A2A-4142-89C9-135A36C80086,,
DAD30717-25E2-43D9-A968-FF1B91AD135E,LAN Communications Inc,Consultant,3941 E. Orchard Rd.,,Littleton,CO,80121,United States,(303) 771-2444,1,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Referral - Customer Portfolio Expansion,Consultant for VRI,05-12-2022,8/29/2022,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
BDF70E95-7F7A-4666-9C32-AA677F46D460,LAN Systems,Reseller,35003 Las Palmas de Gran Canaria,,,,,United States,34828914624,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Italy Sales Partner,came from Italy,07-11-2022,08-12-2022,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
D1647C7E-D444-4277-95F3-B169ED9EC9B4,Lancaster Inn,Property Itself,43530 N. 17th Street West,,Lancaster,CA,93534,United States,(661) 945-9477,(661) 945-9477,,kfaulkner@ez8motels.com,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral,,,03-07-2023,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
6C44CB23-71AF-4A0B-A05A-28867C9660A7,Landing on Horizon,Property Itself,777 Horizon Dr. ,,Grand Junction,CO,,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,PCA,01-05-2024,01-05-2024,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
4DBB7668-774A-4FA4-8A98-3D4AB36BCE03,Landmark Developers,,,,,,,,9737688589,,,,,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D, ,,Old Website Form,,10/14/2020,10/15/2020,3699428D-3A9C-419F-AA5C-7E0525476F3D,,
0DF214DC-31EC-4C3A-8573-A42858560B5A,Landmark Inn,,,,,,,,(607) 547-7225,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Marketing Campaign,,6/28/2016,8/25/2017,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
363CA148-24E8-4FF3-AE48-7A88DA17A70C,Landmark Senior Apartments,Property Itself,1101 N. Kelly Ave.,1415 W. 13th Street,Odessa,TX,79763,United States,+1 432 337 2671,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral,Came from Thomas Kraus from CC Invest,12/14/2023,12/14/2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
772249BD-D164-44D1-9596-7DC744941113,LandmarkIT,Management Company,18726 S. Western Ave.  Suite 407,,"Gardena, ",CA,90248,United States,,,,,, ,, ,,,,7/14/2016,7/14/2016,7352A30D-B9FD-4F36-8387-97DEDB400316,,
1615153C-5588-4B36-A68F-0326D63F943F,Langham Huntington Pasadena ,Property Itself,1401 S Oak Knoll Ave ,,Pasadena,CA,91106,United States,(626) 568-3900,,,,https://www.langhamhotels.com/en/the-langham/los-angeles/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,9/28/2015,9/24/2025,8FF1356F-7276-4B21-BF4C-3D91DC4F3B53,,
BFEE91E1-F151-44C8-A384-70B6F75F983A,Lani Kai Resort,Property Itself,1400 Estero Blvd,,Ft Myers Beach,FL,33931,United States,(239) 463-3111,,,,http://www.lanikaiislandresort.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,3/17/2015,11/18/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,,
9E159C64-3111-4D17-A895-75EE5BA39695,LaQuinta - Casrlbad,Property Itself,760 Macadamia Dr,,Carlsbad,CA,92011,United States,(760) 438-2828,,,,,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Referral,Guest,11-02-2020,11-02-2020,3699428D-3A9C-419F-AA5C-7E0525476F3D,,
428DD260-B063-4084-8F14-071A957F341C,LaQuinta Inn,,,,,,,,7707334536,,,,,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D, ,,Old Website Form,,9/17/2020,9/18/2020,3699428D-3A9C-419F-AA5C-7E0525476F3D,,
32A8F431-49AA-4617-AF77-E0267648B072,Larkspur Hotels & Restaurants,Management Company,,,,,,United States,-877,,,,https://www.starwoodcapital.com/, ,, ,,,,8/16/2013,8/19/2024,6481A1B6-3C7C-4489-841F-FA6E73A11321,,
2B3B6F34-F33F-4D34-97C9-C94A49A7678B,Larkspur Landing,,,,,,,,6508271515,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Old Website Form,,10/15/2019,10/16/2019,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
5F4857D9-C760-4BFA-8378-6A2C947558AE,Larkspur Landing Bellevue,Property Itself,15805 SE 37th Street,,Bellevue,WA,98006,United States,(425) 373-1212,,(425) 373-1500,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/bellevue,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
B21817F4-CA67-4C57-84F9-445F5EB2A32F,Larkspur Landing Campbell,Property Itself,550 W. Hamilton Avenue,,Campbell,CA,95008,United States,(408) 364-1514,,(408) 364-1600,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/campbell,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,09-08-2018,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
51E11124-DA85-49D4-AFF9-BA04E75C07EE,Larkspur Landing Folsom,Property Itself,121 Iron Point Road,,Folsom,CA,95630,United States,(916) 355-1616,,(916) 355-1766,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/folsom,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,11-07-2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
B8B5B5A5-5561-498E-9C5A-7FCA52BA16A3,Larkspur Landing Hillsboro,Property Itself,3133 NE Shute Road,,Hillsboro,OR,97124,United States,(503) 681-2121,,(503) 693-7189,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/hillsboro,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
D82452CF-FF1D-47F9-985F-BBB0D644D95B,Larkspur Landing Milpitas,Property Itself,40 Ranch Drive,,Milpitas,CA,95035,United States,(408) 719-1212,,(408) 719-9080,JHansen@larkspurhotels.com,www.larkspurhotels.com/larkspur-landing/milpitas,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Other,FROM QUOSAL  HHMLP Property Hotel,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
C66C148A-8155-441D-8F4F-8494100D2608,Larkspur Landing Pleasanton,Property Itself,5535 Johnson Drive,,Pleasanton,CA,94588,United States,(925) 463-1212,,(925) 463-1212,JHansen@larkspurhotels.com,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
D340DBCA-03E9-45FE-A59C-7A12155102F2,Larkspur Landing Renton,Property Itself,1701 E. Valley Road,,Renton,WA,98057,United States,(425) 235-1212,,(425) 235-3616,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/renton,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
37447741-ADAA-4483-8B41-B37BF4FB6CA8,Larkspur Landing Roseville,Property Itself,1931 Taylor Road,,Roseville,CA,95661,United States,(916) 773-1717,,(916) 773-1765,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/roseville,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral - Know Personally,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
0474A0BD-9901-473F-910D-3FC7A6190E6E,Larkspur Landing Sacramento,Property Itself,555 Howe Avenue,,Sacramento,CA,95825,United States,(916) 646-1212,,(916) 646-1216,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/sacramento,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
3F558333-4CB1-4B63-A155-6589410A7002,Larkspur Landing South San Francisco,Property Itself,690 Gateway Boulevard,,S. San Francisco,CA,94080,United States,(650) 827-1515,,(650) 827-1058,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/south_sf,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
3F3859FC-D849-4165-85F8-CB8E44454AD8,Larkspur Landing Sunnyvale,Property Itself,748 N. Mathilda Avenue,,Sunnyvale,CA,94085,United States,(408) 733-1212,,(408) 733-3343,JHansen@larkspurhotels.com,http://www.larkspurhotels.com/larkspur-landing/sunnyvale,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,PPC,,8/28/2014,9/22/2025,BE86AE57-6A2A-4142-89C9-135A36C80086,Missing,
D4969436-DE9E-4FB9-9848-55F407B83272,LaTour Hotels & Resorts,Management Company,One Vance Gap Road ,,Asheville ,NC,28805,United States,(843) 722-3420,,,info@latourgroup.com,https://latourgroup.com/brand-portfolio/, ,, ,,,,03-02-2021,7/19/2021,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
606308B7-FC68-4335-AC88-C0397F26DEF2,Lauderdale Yacht Club,Property Itself,1725 SE 12th Street,,Ft Lauderdale,FL,33316,United States,954-524-5500,,,,http://www.lyc.org/web/guest/contact-us,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,12-02-2016,12-02-2016,50701B8D-092F-4BFD-97C5-72C35AF9EC7C,,
069489AC-62C8-40C5-91DB-3D81834629CD,Launch Pointe,Property Itself,32040 Riverside Dr,,Lake Elsinore,CA,92530,United States,(951) 482-9526,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Google Web Search,Called in to Alex in the NOC and were transferred to me,7/13/2023,7/13/2023,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
C4BE5C36-9A1A-4C7B-9F93-9568DAF5EEC9,LB Sistemi,Reseller,Via puccini nr 1,,35011 Campodarsego Padova,,,Italy,3.90498E+11,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777, ,,Referral - Italy Sales Partner,Italy,02-08-2021,9/20/2022,BE86AE57-6A2A-4142-89C9-135A36C80086,,
53F526A8-3667-4013-A597-73385CCB1D8E,LBA Realty,Management Company,3347 Michelson Drive,Ste 200,Irvine,CA,92612,United States,(714) 928-5317,,,Bpeirce@lbarealty.com,http://www.lbarealty.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,,,,3/26/2018,7352A30D-B9FD-4F36-8387-97DEDB400316,,
065C212B-75EF-4882-8CC4-D010B7306268,Le Baluchon Eco-Villegiature,,,,,,,,(819) 268-2695,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4, ,,Get Your Free Demo Webpage,,10/24/2024,10/24/2024,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
29616F4C-F8DB-44C4-8F29-27BF1101B041,Le Merigot Hotel,Property Itself,1740 Ocean Avenue,,Santa Monica,CA,90401,United States,(310) 395-9700,,,,www.lemerigothotel.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,10-09-2006,10-11-2016,7352A30D-B9FD-4F36-8387-97DEDB400316,,
4A677AB1-0122-43AB-8CAA-0B51D9C08EA4,Le Merigot Hotel Evansville,Property Itself,615 NW Riverside Drive,,Evansville,IN,47708,United States,812 433 4700,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,10-11-2016,10-04-2019,D3AA26D0-9231-401E-AA5E-62D4E0FAD226,,
55D3E0D5-B1AF-443F-A46A-E6F087474100,Leagues Motel,Property Itself,1 Macquoid St,,Queanbeyan,New South Wales,2620,Australia,0262971122,,,,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Referral - Liveport Australia,From Liveport,7/30/2021,7/30/2021,BE86AE57-6A2A-4142-89C9-135A36C80086,,
3497DA8E-476A-4E68-BA31-55CAA7E41E81,LeFrak Park,Property Itself,100 Town Square Pl,,Jersey City,NJ,07310,United States,(973) 812-8668,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Customer Portfolio Expansion,Part of The Beach/The Wave,8/24/2021,9/19/2022,33F62C45-0FFF-4952-80C9-61FE0DBF4BEA,,
D3044449-4A60-499E-A06A-A5F59CA453FA,Legacy Crossroads,Property Itself,2036 Oak grove Lane,,Aubrey,TX,76227,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Tradeshow/Conference,NMHC,2/14/2023,3/27/2023,BE86AE57-6A2A-4142-89C9-135A36C80086,,
3A26558C-E528-44C2-835E-BAC32ACD1CF6,Legacy Forney Gateway,Property Itself,1205 N. Gateway Blvd,,Forney,TX,75126,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,02-09-2023,02-09-2023,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
F29BDC0D-A7E1-4B84-BFE4-CCD7BFA7F781,Legacy Melissa,Property Itself,Highland Road & State Hwy 5,,Melissa,TX,75454,United States,0000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,Realpage,02-09-2023,02-09-2023,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
4241A0EC-0268-49F5-B12C-507B29162BD1,Legacy Pointe Apartments,Property Itself,3527 Kedron Road,,Spring Hill,TN,37174,United States,0000000000,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral,Friend,04-02-2024,03-04-2025,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,,
CBF10ED6-E790-4E88-A2D3-46B265CAA436,Legado Redondo Hotel,Property Itself,1700 S. Pacific Coast Highway,,Redondo Beach,CA,90277,United States,(310) 432-0800,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,6/24/2019,01-11-2021,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
DBB2552F-888F-4293-A3E4-C3E54AE3DFB6,Legado Redondo Mixed Use,Property Itself,1700 S. Pacific Coast Hwy,,Redondo Beach,CA,90277,United States,(310) 432-0800,,,,http://legado.net/what-we-do/projects-legado-redondo/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,,7/31/2019,01-11-2021,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
85CE5B72-676D-47FA-BC90-67D49BF1477D,Legends Casino Hotel,Property Itself,580 Fort Rd,,Toppenish,WA,98948,United States,(509) 578-5424,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Agent Partner,Came from CBIT,02-09-2022,02-09-2022,26E9224E-6C77-4BE7-8ABB-A4A578110777,,
B4B3B59A-8D4A-4B0D-98EE-16157B95447F,Leisure Construction,Property Construction,3442 Tampa Rd,Suite B,Palm Harbor,FL,34684,United States,(727) 242-5121,,,,www.leisureconstruction.com,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Referral,Shephards GC,1/15/2024,1/15/2024,BE86AE57-6A2A-4142-89C9-135A36C80086,,
B15DF898-E1D5-4BE5-9E85-17534E7E3B70,Lennox Hotels,Property Itself,1900 Collins Avenue,,Miami Beach,FL,33139,United States,(305) 531-6800,,,,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Tradeshow/Conference,"Cold Call, set up meeting at Independent Hotel Show.",9/23/2024,08-04-2025,1731E44B-31D2-4E04-992A-5396A14D8BC4,,
9256CE6E-CD4C-41B2-90CC-2AD60DAF8EF0,Levee Purdue,Property Itself,224 East State Street,,West Lafayette,IN,,United States,00000000000,,,,,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Referral - MDU Consultant,PCA,12-05-2024,12-05-2024,C9D09C63-60DD-4E43-95D2-76CB846D9484,,
924BE94C-7CF3-4ACA-A869-45EEABE2466D,Fourth Circuit Court of Appeals,Government,"1100 East Main Street, Suite 501",,Richmond ,VA,23219,United States,(804) 916-2700,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tara Dean,5B7DC672-D1F1-45D7-83B7-C942C8207A85,Contact Us Webpage,wifi form ,06-01-2021,05-02-2022,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,,
5390DAEB-E742-44E4-A9D9-D3B7E0AD7A1C,Lexington Colony,,,,,,,,(914) 505-5482,,,,,Sean Dobbe,D3AA26D0-9231-401E-AA5E-62D4E0FAD226, ,,Free Wi-Fi Assessment Webpage,,07-11-2019,07-11-2019,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,,
E7899791-877A-45DD-9854-A10F214D0E5F,Lexmark,3rd Party Vendor,740 W. New Circle Road,,Lexington,KY,40550,United States,859-232-2000,,,,https://www.lexmark.com/en_us.html, ,, ,,,,5/16/2006,10-02-2014,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
A90FE689-72FD-4D10-9F58-FC12C0A8A344,LiA Hotel,Property Itself,950 El Camino Real ,,San Carlos,CA,94070,United States,650.593.3136,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Free Wi-Fi Assessment Webpage,,10/24/2019,10/24/2019,6481A1B6-3C7C-4489-841F-FA6E73A11321,,
C1D608FF-0C28-4161-B20E-07E33EA24843,Liberty Way Community Apartments,Property Itself,2810 East 9th st north,,Wichita,KS,67214,United States,316-516-1637,,,,,Sean Dobbe,D3AA26D0-9231-401E-AA5E-62D4E0FAD226, ,,Call-in to Sales Line,.,5/14/2020,12-01-2020,D3AA26D0-9231-401E-AA5E-62D4E0FAD226,,
BA450272-169D-423E-9CFD-27674E144B48,LIFE CARE SERVICES SENIOR LIVING COMMUNITIES,Property Itself,"400 Locust Street, Suite 200",,Des Moines,IA,50309,United States,515.875.4776,,,,https://www.lifecareservices-seniorliving.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Old Website Form,,04-03-2020,01-11-2021,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
62A6AC8C-59F8-48FE-816C-24779CF91B4E,Life Fitness,Fitness Company,"10601 Belmont Ave,",,Franklin Park,IL,60131,United States,(412) 360-9325,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Old Website Form,Nick.Longo@lifefitness.com,11-03-2023,12-07-2023,BE86AE57-6A2A-4142-89C9-135A36C80086,,
43FE6499-FE8C-4CA0-BFD5-CB349B976630,Life Hotel ,Property Itself,19 W 31st St,,New York,NY,10001,United States,212.615.9900,,,,http://www.heraldsquarehotel.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,,Referral,Christian Cooper's friend ,07-02-2015,8/27/2019,CCB8D2BB-91AE-429C-9A48-853703AC0ACC,,
